WindSpeed,MinTemp,MaxTemp,Humidity,Result
6,27,36,62,2
7,29,38,65,2
8,27,34,68,2
8,26,33,68,2
6,28,36,63,2
8,26,31,77,3
8,26,33,74,2
6,28,35,66,2
7,26,37,64,2
8,28,36,73,2
8,28,33,72,2
6,29,36,71,2
7,25,33,83,4
8,24,29,82,0
4,23,35,71,2
7,25,36,65,2
4,38,27,62,0
5,28,38,60,1
5,27,36,62,2
7,27,36,65,2
6,24,38,67,2
6,27,35,73,2
6,27,34,69,2
2,27,35,73,2
2,27,37,70,2
3,27,38,67,2
6,24,35,73,2
5,27,38,75,2
5,24,34,75,2
7,24,34,69,2
3,27,35,69,2
4,28,38,66,2
7,26,35,66,2
5,27,35,67,2
7,28,34,69,2
6,27,37,67,2
2,28,38,65,2
1,29,38,63,2
2,28,39,58,1
3,29,37,60,1
5,28,36,67,2
3,28,36,68,2
2,28,35,67,2
5,26,36,51,0
7,25,35,59,1
7,26,36,63,2
11,26,32,74,1
8,25,33,69,2
5,26,35,64,2
4,25,34,64,2
4,25,34,63,2
2,25,34,64,2
3,26,34,64,2
3,25,33,64,2
5,26,32,72,2
10,22,31,79,3
7,21,28,82,4
5,21,30,73,2
7,23,30,67,2
5,22,32,61,2
8,20,34,70,2
9,20,28,78,3
6,20,31,66,2
8,22,30,68,5
8,22,32,59,1
6,21,34,55,0
3,22,33,54,0
2,20,33,57,1
2,22,33,55,0
2,22,32,58,1
3,22,34,59,1
2,22,34,55,0
3,22,33,58,1
2,21,32,61,2
5,22,31,67,2
15,18,29,65,0
9,17,30,58,1
8,19,30,60,1
6,19,31,59,1
8,19,31,56,1
5,18,31,55,0
2,19,31,60,1
3,19,31,64,2
2,18,31,61,2
5,20,31,54,0
3,18,31,65,2
2,18,31,66,2
2,18,31,62,2
2,18,31,56,1
3,19,26,65,0
2,17,27,64,0
3,19,27,69,0
3,17,27,58,0
3,17,30,53,0
9,17,29,55,0
11,15,24,74,0
5,13,24,70,0
2,14,27,59,0
1,12,26,57,0
1,13,26,57,0
1,12,25,59,0
2,14,25,67,0
2,15,23,71,0
1,12,26,65,0
3,16,25,70,0
5,13,26,62,0
3,14,26,61,0
1,13,25,63,0
1,12,24,61,0
1,12,22,77,0
3,12,22,73,0
4,15,24,62,0
2,14,25,56,0
1,13,24,57,0
3,12,22,63,0
3,13,22,70,0
3,14,21,78,0
2,13,22,67,0
1,12,23,61,0
1,10,23,62,0
2,9,23,57,0
1,8,23,54,0
0,8,23,61,0
0,8,21,65,0
1,9,22,67,0
0,6,24,61,0
0,7,22,69,0
0,8,20,68,0
0,7,19,69,0
0,7,19,71,0
4,10,15,84,0
3,11,14,88,0
1,10,15,80,0
3,8,16,79,0
4,6,15,82,0
1,6,15,87,0
1,6,14,86,0
1,6,12,83,0
0,6,12,85,0
2,7,16,93,0
1,6,15,84,0
2,7,12,88,0
3,6,12,79,0
2,6,10,86,0
2,5,11,83,0
0,4,10,80,0
2,5,9,82,0
1,5,11,76,0
2,3,8,87,0
2,3,8,91,0
