WindSpeed,MinTemp,MaxTemp,Humidity,Result
8,23,39,39,0
6,23,40,31,0
5,23,39,30,0
15,26,37,34,0
6,23,40,36,0
9,25,39,30,0
7,21,37,31,0
7,22,36,35,0
3,24,39,33,0
4,25,40,31,0
3,24,41,26,0
3,26,41,19,0
5,26,42,23,0
9,27,40,28,0
8,24,33,44,0
6,22,39,39,0
8,24,39,46,0
5,21,35,48,0
8,25,33,43,0
7,22,32,60,0
10,21,28,66,0
8,20,35,47,0
10,23,38,44,0
10,23,38,48,0
6,25,41,35,0
5,27,40,34,0
12,23,36,43,0
13,20,31,61,0
12,20,32,53,0
9,23,38,41,0
8,26,40,29,0
8,25,42,29,0
5,26,42,34,0
5,30,44,24,0
4,30,46,29,0
4,31,46,24,0
6,30,46,28,0
10,29,43,33,0
10,27,41,40,0
8,28,44,34,0
10,28,42,26,0
6,26,43,28,0
6,28,43,30,0
4,29,44,28,0
5,30,46,26,0
11,31,44,26,0
15,24,38,43,0
5,26,41,40,0
6,28,43,28,0
11,28,43,35,0
8,28,39,40,0
10,22,41,51,0
8,23,31,61,0
5,25,38,54,0
11,22,37,61,0
6,25,37,50,0
6,28,41,42,0
9,29,40,46,0
6,23,29,71,0
1,24,36,65,0
7,28,41,52,0
7,26,41,37,0
6,29,41,36,0
8,30,42,31,0
7,29,44,32,0
9,30,43,39,0
7,28,40,42,0
6,30,41,42,0
10,24,40,55,0
8,24,37,64,0
14,25,32,66,0
9,28,35,65,0
9,28,38,58,0
14,28,36,71,0
11,28,36,64,0
11,24,34,71,0
10,28,34,62,0
11,23,34,62,0
13,22,30,79,0
12,23,30,77,0
13,23,27,90,0
12,23,31,76,0
11,25,34,66,0
13,27,33,72,0
6,26,35,68,0
8,26,36,67,0
7,29,37,66,0
5,29,37,63,0
7,29,39,68,0
11,23,30,84,0
9,26,31,77,0
12,26,31,75,0
11,25,29,80,0
12,26,35,69,0
6,26,35,68,0
13,26,32,77,0
9,24,32,82,0
8,24,31,76,0
8,26,33,73,0
6,27,36,62,0
7,29,38,65,0
8,27,34,68,0
8,26,33,68,0
6,28,36,63,0
8,26,31,77,0
8,26,33,74,0
6,28,35,66,0
7,26,37,64,0
8,28,36,73,0
8,28,33,72,0
6,29,36,71,0
7,25,33,83,0
8,24,29,82,0
4,23,35,71,0
7,25,36,65,0
4,38,27,62,0
5,28,38,60,0
5,27,36,62,0
7,27,36,65,0
6,24,38,67,0
6,27,35,73,0
6,27,34,69,0
2,27,35,73,0
2,27,37,70,0
3,27,38,67,0
6,24,35,73,0
5,27,38,75,0
5,24,34,75,0
7,24,34,69,0
3,27,35,69,0
4,28,38,66,0
7,26,35,66,0
5,27,35,67,0
7,28,34,69,0
6,27,37,67,0
2,28,38,65,0
1,29,38,63,0
2,28,39,58,0
3,29,37,60,0
5,28,36,67,0
3,28,36,68,0
2,28,35,67,0
5,26,36,51,0
7,25,35,59,0
7,26,36,63,0
11,26,32,74,0
8,25,33,69,0
5,26,35,64,0
4,25,34,64,0
4,25,34,63,0
2,25,34,64,0
3,26,34,64,0
3,25,33,64,0
5,26,32,72,0
10,22,31,79,0
7,21,28,82,0
5,21,30,73,0
7,23,30,67,1
5,22,32,61,1
8,20,34,70,1
9,20,28,78,1
6,20,31,66,1
8,22,30,68,1
8,22,32,59,1
6,21,34,55,1
3,22,33,54,1
2,20,33,57,1
2,22,33,55,1
2,22,32,58,1
3,22,34,59,1
2,22,34,55,1
3,22,33,58,1
2,21,32,61,1
5,22,31,67,1
15,18,29,65,1
9,17,30,58,1
8,19,30,60,1
6,19,31,59,1
8,19,31,56,1
5,18,31,55,1
2,19,31,60,1
3,19,31,64,1
2,18,31,61,1
5,20,31,54,1
3,18,31,65,1
2,18,31,66,1
2,18,31,62,1
2,18,31,56,1
3,19,26,65,2
2,17,27,64,2
3,19,27,69,2
3,17,27,58,2
3,17,30,53,2
9,17,29,55,2
11,15,24,74,2
5,13,24,70,2
2,14,27,59,2
1,12,26,57,2
1,13,26,57,2
1,12,25,59,2
2,14,25,67,2
2,15,23,71,2
1,12,26,65,2
3,16,25,70,2
5,13,26,62,2
3,14,26,61,2
1,13,25,63,2
1,12,24,61,2
1,12,22,77,2
3,12,22,73,2
4,15,24,62,2
2,14,25,56,2
1,13,24,57,2
3,12,22,63,2
3,13,22,70,2
3,14,21,78,2
2,13,22,67,2
1,12,23,61,2
1,10,23,62,7
2,9,23,57,7
1,8,23,54,7
0,8,23,61,7
0,8,21,65,7
1,9,22,67,7
0,6,24,61,7
0,7,22,69,7
0,8,20,68,7
0,7,19,69,7
0,7,19,71,7
4,10,15,84,7
3,11,14,88,7
1,10,15,80,7
3,8,16,79,7
4,6,15,82,7
1,6,15,87,7
1,6,14,86,7
1,6,12,83,7
0,6,12,85,7
2,7,16,93,7
1,6,15,84,7
2,7,12,88,7
3,6,12,79,7
2,6,10,86,7
2,5,11,83,7
0,4,10,80,7
2,5,9,82,7
1,5,11,76,7
2,3,8,87,7
2,3,8,91,7
3,4,17,66,8
5,5,18,57,8
3,4,17,63,8
2,3,19,60,8
5,7,16,68,8
7,9,13,82,8
6,9,14,77,5
4,5,20,69,5
3,6,22,67,5
2,7,22,65,5
3,11,22,62,5
7,11,21,75,5
7,8,15,84,5
8,8,16,72,5
5,8,20,68,5
2,7,20,60,5
5,9,20,66,4
7,12,16,82,4
6,10,18,81,4
5,9,21,71,4
3,10,24,69,4
4,11,26,56,4
4,11,25,62,4
2,18,32,52,4
3,19,33,55,4
7,19,32,59,4
7,17,29,52,4
8,17,34,44,0
4,18,34,34,0
4,20,34,36,0
2,20,35,51,0
3,21,36,50,0
4,22,35,46,0
5,21,35,39,0
7,22,32,41,0
4,21,34,50,0
7,20,35,48,0
5,20,35,43,0
3,25,33,64,0
5,26,32,72,0
10,22,31,79,0
7,21,28,82,0
5,21,30,73,0
7,23,30,67,1
5,22,32,61,1
8,20,34,70,1
9,20,28,78,1
6,20,31,66,1
8,22,30,68,1
8,22,32,59,1
6,21,34,55,1
3,22,33,54,1
2,20,33,57,1
2,22,33,55,1
1,13,24,57,2
3,12,22,63,2
3,13,22,70,2
3,14,21,78,2
2,13,22,67,2
1,12,23,61,2
1,10,23,62,7
2,9,23,57,7
1,8,23,54,7
0,8,23,61,7
0,8,21,65,7
1,9,22,67,7
